Date,variable,value,Symbol,Name,Sector,GICS.Sub.Industry,Market_Cap
2020-02-14,MMM,161.00999450683594,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-18,MMM,158.8800048828125,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-19,MMM,159.33999633789062,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-20,MMM,158.55999755859375,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-21,MMM,156.92999267578125,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-24,MMM,152.5500030517578,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-25,MMM,146.85000610351562,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-26,MMM,148.9600067138672,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-27,MMM,150.16000366210938,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-28,MMM,149.24000549316406,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-02,MMM,153.02000427246094,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-03,MMM,145.24000549316406,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-04,MMM,153.97999572753906,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-05,MMM,151.41000366210938,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-06,MMM,153.64999389648438,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-09,MMM,144.05999755859375,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-10,MMM,153.3000030517578,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-11,MMM,147.24000549316406,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-12,MMM,133.5800018310547,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-13,MMM,141.67999267578125,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-16,MMM,130.91000366210938,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-17,MMM,134.44000244140625,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-18,MMM,137.02000427246094,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-19,MMM,137.50999450683594,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-20,MMM,124.88999938964844,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-23,MMM,117.87000274658203,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-24,MMM,132.72000122070312,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-25,MMM,131.5399932861328,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-26,MMM,136.17999267578125,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-27,MMM,133.24000549316406,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-30,MMM,137.74000549316406,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-03-31,MMM,136.50999450683594,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-01,MMM,133.13999938964844,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-02,MMM,137.91000366210938,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-03,MMM,133.7899932861328,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-06,MMM,140.6999969482422,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-07,MMM,144.60000610351562,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-08,MMM,148.99000549316406,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-09,MMM,147.77999877929688,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-13,MMM,146.39999389648438,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-14,MMM,150.13999938964844,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-15,MMM,145.16000366210938,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-04-16,MMM,144.89999389648438,MMM,3M Company,Industrials,Industrial Conglomerates,92.68
2020-02-14,ABT,89.66000366210938,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-18,ABT,88.87999725341797,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-19,ABT,89.36000061035156,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-20,ABT,88.45999908447266,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-21,ABT,87.44999694824219,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-24,ABT,84.62999725341797,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-25,ABT,81.12999725341797,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-26,ABT,81.36000061035156,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-27,ABT,79.19000244140625,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-28,ABT,77.02999877929688,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-02,ABT,81.61000061035156,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-03,ABT,77.98999786376953,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-04,ABT,82.08999633789062,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-05,ABT,80.5199966430664,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-06,ABT,81.73999786376953,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-09,ABT,77.0199966430664,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-10,ABT,80.87999725341797,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-11,ABT,78.08999633789062,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-12,ABT,74.73999786376953,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-13,ABT,81.6500015258789,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-16,ABT,73.66000366210938,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-17,ABT,79.48999786376953,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-18,ABT,79.26000213623047,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-19,ABT,74.5,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-20,ABT,68.0,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-23,ABT,62.81999969482422,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-24,ABT,69.69000244140625,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-25,ABT,70.75,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-26,ABT,75.80999755859375,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-27,ABT,74.55999755859375,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-30,ABT,79.33999633789062,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-03-31,ABT,78.91000366210938,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-01,ABT,76.56999969482422,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-02,ABT,79.44000244140625,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-03,ABT,79.44999694824219,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-06,ABT,82.7300033569336,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-07,ABT,81.93000030517578,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-08,ABT,84.94999694824219,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-09,ABT,86.04000091552734,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-13,ABT,85.8499984741211,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-14,ABT,89.13999938964844,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-15,ABT,90.94000244140625,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-04-16,ABT,96.0,ABT,Abbott Laboratories,Health Care,Health Care Equipment,158.11
2020-02-14,ABBV,94.05000305175781,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-18,ABBV,93.61000061035156,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-19,ABBV,94.13999938964844,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-20,ABBV,94.2300033569336,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-21,ABBV,94.95999908447266,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-24,ABBV,93.13999938964844,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-25,ABBV,89.18000030517578,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-26,ABBV,88.41000366210938,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-27,ABBV,85.41999816894531,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-28,ABBV,85.70999908447266,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-02,ABBV,88.69000244140625,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-03,ABBV,87.56999969482422,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-04,ABBV,91.75,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-05,ABBV,90.61000061035156,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-06,ABBV,88.81999969482422,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-09,ABBV,85.2699966430664,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-10,ABBV,87.52999877929688,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-11,ABBV,84.8499984741211,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-12,ABBV,78.61000061035156,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-13,ABBV,85.37000274658203,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-16,ABBV,74.2699966430664,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-17,ABBV,73.0199966430664,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-18,ABBV,71.02999877929688,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-19,ABBV,71.05999755859375,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-20,ABBV,68.81999969482422,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-23,ABBV,64.5,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-24,ABBV,67.48999786376953,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-25,ABBV,67.91000366210938,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-26,ABBV,73.83000183105469,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-27,ABBV,72.66999816894531,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-30,ABBV,75.23999786376953,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-03-31,ABBV,76.19000244140625,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-01,ABBV,73.41999816894531,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-02,ABBV,75.12999725341797,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-03,ABBV,73.37000274658203,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-06,ABBV,75.7300033569336,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-07,ABBV,75.38999938964844,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-08,ABBV,78.55999755859375,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-09,ABBV,79.75,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-13,ABBV,80.30000305175781,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-14,ABBV,82.12999725341797,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-15,ABBV,81.81999969482422,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-04-16,ABBV,81.86000061035156,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,139.11
2020-02-14,ABMD,167.22000122070312,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-18,ABMD,169.0,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-19,ABMD,167.89999389648438,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-20,ABMD,168.0800018310547,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-21,ABMD,166.74000549316406,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-24,ABMD,165.2899932861328,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-25,ABMD,158.8000030517578,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-26,ABMD,154.08999633789062,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-27,ABMD,153.97000122070312,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-28,ABMD,150.25999450683594,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-02,ABMD,155.10000610351562,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-03,ABMD,149.17999267578125,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-04,ABMD,154.22999572753906,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-05,ABMD,154.50999450683594,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-06,ABMD,157.0800018310547,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-09,ABMD,156.3699951171875,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-10,ABMD,164.72999572753906,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-11,ABMD,151.1300048828125,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-12,ABMD,136.97000122070312,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-13,ABMD,142.82000732421875,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-16,ABMD,142.44000244140625,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-17,ABMD,145.25,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-18,ABMD,146.5500030517578,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-19,ABMD,140.50999450683594,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-20,ABMD,130.50999450683594,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-23,ABMD,132.33999633789062,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-24,ABMD,143.6699981689453,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-25,ABMD,146.88999938964844,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-26,ABMD,149.1699981689453,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-27,ABMD,145.24000549316406,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-30,ABMD,148.99000549316406,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-03-31,ABMD,145.16000366210938,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-01,ABMD,144.47999572753906,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-02,ABMD,143.27999877929688,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-03,ABMD,141.39999389648438,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-06,ABMD,150.25999450683594,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-07,ABMD,152.77999877929688,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-08,ABMD,156.27000427246094,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-09,ABMD,160.0800018310547,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-13,ABMD,156.38999938964844,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-14,ABMD,161.35000610351562,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-15,ABMD,159.5399932861328,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-04-16,ABMD,160.1999969482422,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,7.535
2020-02-14,ACN,212.3699951171875,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-18,ACN,213.75999450683594,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-19,ACN,215.9199981689453,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-20,ACN,213.89999389648438,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-21,ACN,211.88999938964844,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-24,ACN,204.36000061035156,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-25,ACN,197.10000610351562,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-26,ACN,195.6699981689453,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-27,ACN,186.44000244140625,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-28,ACN,180.58999633789062,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-02,ACN,189.5500030517578,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-03,ACN,182.22000122070312,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-04,ACN,188.86000061035156,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-05,ACN,182.55999755859375,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-06,ACN,178.75,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-09,ACN,164.11000061035156,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-10,ACN,174.55999755859375,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-11,ACN,165.11000061035156,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-12,ACN,152.52999877929688,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-13,ACN,166.50999450683594,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-16,ACN,152.5399932861328,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-17,ACN,157.7100067138672,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-18,ACN,151.14999389648438,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-19,ACN,158.5,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-20,ACN,149.94000244140625,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-23,ACN,143.69000244140625,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-24,ACN,156.85000610351562,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-25,ACN,151.82000732421875,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-26,ACN,171.33999633789062,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-27,ACN,162.8800048828125,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-30,ACN,169.82000732421875,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-03-31,ACN,163.25999450683594,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-01,ACN,154.67999267578125,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-02,ACN,156.27000427246094,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-03,ACN,152.14999389648438,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-06,ACN,166.0500030517578,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-07,ACN,164.1199951171875,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-08,ACN,171.72999572753906,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-09,ACN,177.9199981689453,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-13,ACN,172.57000732421875,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-14,ACN,178.10000610351562,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-15,ACN,169.4499969482422,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-04-16,ACN,167.9499969482422,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,134.99
2020-02-14,ATVI,63.52000045776367,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-18,ATVI,63.7400016784668,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-19,ATVI,64.37000274658203,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-20,ATVI,64.0,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-21,ATVI,63.380001068115234,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-24,ATVI,62.310001373291016,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-25,ATVI,59.5099983215332,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-26,ATVI,59.369998931884766,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-27,ATVI,58.33000183105469,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-28,ATVI,58.130001068115234,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-02,ATVI,60.59000015258789,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-03,ATVI,58.75,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-04,ATVI,62.54999923706055,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-05,ATVI,61.52000045776367,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-06,ATVI,59.970001220703125,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-09,ATVI,57.349998474121094,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-10,ATVI,60.709999084472656,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-11,ATVI,59.33000183105469,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-12,ATVI,54.560001373291016,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-13,ATVI,59.040000915527344,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-16,ATVI,52.7599983215332,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-17,ATVI,56.15999984741211,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-18,ATVI,55.59000015258789,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-19,ATVI,54.130001068115234,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-20,ATVI,52.04999923706055,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-23,ATVI,56.470001220703125,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-24,ATVI,54.43000030517578,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-25,ATVI,52.869998931884766,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-26,ATVI,57.720001220703125,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-27,ATVI,56.959999084472656,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-30,ATVI,58.470001220703125,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-03-31,ATVI,59.47999954223633,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-01,ATVI,57.5,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-02,ATVI,60.779998779296875,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-03,ATVI,59.97999954223633,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-06,ATVI,61.599998474121094,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-07,ATVI,59.869998931884766,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-08,ATVI,61.06999969482422,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-09,ATVI,60.459999084472656,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-13,ATVI,62.75,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-14,ATVI,63.279998779296875,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-15,ATVI,65.70999908447266,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-04-16,ATVI,68.05000305175781,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,48.83
2020-02-14,ADBE,379.6700134277344,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-18,ADBE,378.8500061035156,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-19,ADBE,383.2799987792969,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-20,ADBE,378.9599914550781,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-21,ADBE,372.95001220703125,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-24,ADBE,357.4100036621094,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-25,ADBE,347.79998779296875,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-26,ADBE,351.3399963378906,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-27,ADBE,337.5199890136719,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
2020-02-28,ADBE,345.1199951171875,ADBE,Adobe Inc.,Information Technology,Application Software,183.48
